question_id,question,gold_table,top1_predicted,all_retrieved_top10,hit@1,hit@5,hit@10,mrr,initial_rank,final_rank,error_category,emb_latency_ms,rerank_latency_ms,total_latency_ms,reranker_used
cfd274e6f1fcc6ab,What department is the location in where the opponent of George Augustus Vaughn Jr. was a double seater reconnaissance biplane in WW 1 ?,"George_Augustus_Vaughn,_Jr._0","George_Augustus_Vaughn,_Jr._0","['George_Augustus_Vaughn,_Jr._0', 'Carrier_Air_Wing_One_0', 'Carrier_Air_Wing_Three_0', 'Carrier_Air_Wing_Eight_0', 'Carrier_Air_Wing_Eleven_0', 'Carrier_Air_Wing_Five_0', 'Carrier_Air_Wing_Seventeen_0', '3rd_Infantry_Division_(United_States)_0', 'Carrier_Air_Wing_Fourteen_0', 'Carrier_Air_Wing_Seven_0']",1,1,1,1.0,1,1,SUCCESS,10.475873947143555,0.0,10.475873947143555,False
6e4c3ff7e2eb1d28,The Argentinian Primera B Metropolitana club in the city that won the 1969 Metropolitano plays in what division ?,List_of_football_clubs_in_Argentina_2,Primera_B_Metropolitana_3,"['Primera_B_Metropolitana_3', 'Primera_B_Metropolitana_2', 'Primera_B_Metropolitana_4', 'Primera_B_Nacional_0', 'Primera_B_Nacional_1', 'Boca_Juniors_0', 'Boca_Juniors_1', 'Nacional_championship_0', 'List_of_Argentine_football_champions_1', 'Torneo_Argentino_A_0']",0,0,0,0.0,16,-1,RERANKER_DROP,10.005712509155273,0.0,10.005712509155273,False
c325073596b90404,Which nation participating in the 2018 Emerging Nations World Championship had the lowest RLIF rank number ?,2018_Emerging_Nations_World_Championship_0,2018_Emerging_Nations_World_Championship_0,"['2018_Emerging_Nations_World_Championship_0', 'IKF_Korfball_World_Championship_0', ""2014_African_Women's_Championship_0"", ""IHF_World_Women's_Handball_Championship_0"", '2013_ICC_World_Twenty20_Qualifier_0', '2018_ITTF_World_Tour_1', '2017_FIFA_Confederations_Cup_0', 'Pakistan_national_cricket_team_0', '1996_Nations_Cup_0', '1996_Nations_Cup_2']",1,1,1,1.0,1,1,SUCCESS,9.288787841796875,0.0,9.288787841796875,False
2ec999e25f74925f,What is Spain 's oldest sporting club solely devoted to football with a 2014–15 Fenerbahçe S.K . season result F-A of 0-2 ?,2014–15_Fenerbahçe_S.K._season_7,List_of_FC_Barcelona_records_and_statistics_1,"['List_of_FC_Barcelona_records_and_statistics_1', 'List_of_FC_Barcelona_records_and_statistics_3', 'List_of_FC_Barcelona_records_and_statistics_4', '2014–15_Fenerbahçe_S.K._season_7', 'La_Liga_1', '2008–09_UEFA_Cup_18', '2010–11_Fenerbahçe_S.K._season_1', '2014_Torneo_Descentralizado_0', '2008–09_UEFA_Cup_21', 'UEFA_Champions_League_1']",0,1,1,0.25,4,4,SUCCESS,11.091470718383789,0.0,11.091470718383789,False
fec7be5ae9d6a165,How many millions have a subscription to the primary channel of the YouTube personality person with the Youtube username MoreAliA ?,List_of_YouTube_personalities_0,"Mira_Quien_Baila_(U.S.),_Season_2_1","['Mira_Quien_Baila_(U.S.),_Season_2_1', 'Mira_Quien_Baila_(U.S._season_1)_1', 'List_of_YouTube_personalities_0', 'Eric_Froehlich_0', 'Reflexive_Entertainment_0', 'Active_Gaming_Media_0', 'Tim_Schafer_0', 'Mauricio_Echazú_11', 'List_of_British_pornographic_actors_0', 'Doug_TenNapel_0']",0,1,1,0.3333333333333333,3,3,SUCCESS,10.458707809448242,0.0,10.458707809448242,False
86d2ab8434ba97af,Which television show starring Trevor Eyster was based on a 1986 book by Steve Slavkin and Thomas Hill ?,Trevor_Eyster_0,Trevor_Eyster_0,"['Trevor_Eyster_0', 'The_Thorn_Birds_(TV_miniseries)_0', 'Henry_Thomas_1', 'The_Green_Green_Grass_0', 'Tom_Berenger_1', 'Ross_Lynch_1', 'Tom_Berenger_0', 'Lee_Pace_1', 'Tom_Sturridge_2', 'Tom_Sturridge_0']",1,1,1,1.0,1,1,SUCCESS,10.342121124267578,0.0,10.342121124267578,False
e24420af76d04d3a,How many residents does the capital city of the country represented by the 2015 Kangaroo Cup single 's player to finally retire in Sept 2017 have ?,2015_Kangaroo_Cup_0,2015_Kangaroo_Cup_0,"['2015_Kangaroo_Cup_0', '2015_Cricket_World_Cup_1', '2017_FIFA_Confederations_Cup_0', 'Milton_Keynes_Dons_F.C._0', 'Kardinia_Park_(stadium)_0', 'Egyptian_Premier_League_4', 'Docklands_Stadium_1', 'Copa_do_Brasil_0', '2012_Foxtel_Cup_0', 'Egyptian_Premier_League_0']",1,1,1,1.0,1,1,SUCCESS,11.005878448486328,0.0,11.005878448486328,False
1e0254d8e81e0e91,What town was the manager born in whose 2019 Campeonato Mineiro club is nicknamed Raposa ?,2019_Campeonato_Mineiro_0,2019_Campeonato_Mineiro_0,"['2019_Campeonato_Mineiro_0', '2013_Campeonato_Mineiro_0', 'Academia_Deportiva_Cantolao_0', '2010_Santos_FC_season_2', 'Mauricio_Echazú_11', '2011_Santos_FC_season_2', '2011_Santos_FC_season_3', '2011_Santos_FC_season_1', 'Campeonato_Paulista_1', 'Campeonato_Paulista_2']",1,1,1,1.0,1,1,SUCCESS,9.217023849487305,0.0,9.217023849487305,False
90b0d5dcf0eaf6b5,"By what nickname is the network that broadcast the ViacomCBS television program , Canon , sometimes known ?",List_of_ViacomCBS_television_programs_28,List_of_television_series_produced_by_Paramount_Television_10,"['List_of_television_series_produced_by_Paramount_Television_10', 'List_of_television_series_produced_by_Paramount_Television_7', 'List_of_television_series_produced_by_Paramount_Television_2', 'List_of_television_series_produced_by_Paramount_Television_35', 'List_of_television_series_produced_by_Paramount_Television_6', 'List_of_television_series_produced_by_Paramount_Television_3', 'List_of_television_series_produced_by_Paramount_Television_29', 'List_of_television_series_produced_by_Paramount_Television_30', 'List_of_television_series_produced_by_Paramount_Television_1', 'List_of_ViacomCBS_television_programs_28']",0,0,1,0.1,10,10,SUCCESS,9.981870651245117,0.0,9.981870651245117,False
6dc0dc143d118cf9,By what name is the protected area in the Philippines located in Camarines Sur also known as ?,List_of_protected_areas_of_the_Philippines_3,List_of_protected_areas_of_the_Philippines_0,"['List_of_protected_areas_of_the_Philippines_0', 'List_of_protected_areas_of_the_Philippines_3', 'List_of_protected_areas_of_the_Philippines_10', 'List_of_national_parks_of_the_Philippines_0', 'List_of_World_Heritage_Sites_in_the_Philippines_0', 'County_of_Nares_0', 'List_of_conservation_areas_in_Brighton_and_Hove_0', 'Gusuku_Sites_and_Related_Properties_of_the_Kingdom_of_Ryukyu_0', 'List_of_protected_areas_of_Nunavut_4', 'National_Landscape_Conservation_System_3']",0,1,1,0.5,2,2,SUCCESS,10.352373123168945,0.0,10.352373123168945,False
22bbba6f447c6100,"Who is the CEO of the European Organisation for the Exploitation of Meteorological Satellites member in the country that covers 94,000 square miles ?",EUMETSAT_0,EUMETSAT_0,"['EUMETSAT_0', 'OGAE_1', 'European_contribution_to_the_International_Space_Station_0', 'Enschede_Marathon_0', 'Esbjerg_Stadium_0', 'Thomas_Fanara_1', 'European_Astronaut_Corps_0', 'Germany_0', 'Romania_1', 'Danilo_Goffi_0']",1,1,1,1.0,1,1,SUCCESS,10.012149810791016,0.0,10.012149810791016,False
1237c7721cff750f,"What year was the club that competed in Danish first division in 2018/19 , with a stadium capacity of 9,566 founded ?",2018–19_Danish_1st_Division_0,2018–19_Danish_1st_Division_0,"['2018–19_Danish_1st_Division_0', '2019–20_Eredivisie_8', 'Bundesliga_1', 'Esbjerg_Stadium_0', 'Allsvenskan_2', 'List_of_Akademisk_Boldklub_players_0', '2012_Norwegian_First_Division_0', 'Tippeligaen_2', '2013_1._deild_karla_0', '2013_Tippeligaen_0']",1,1,1,1.0,1,1,SUCCESS,10.11967658996582,0.0,10.11967658996582,False
88738d6628b72c0a,Is 20th Century Fox or Walt Disney Pictures the creative studio behind the most highest grossing film of Singapore ?,List_of_highest-grossing_films_in_Singapore_16,1994_in_film_0,"['1994_in_film_0', 'List_of_Disney_theatrical_animated_features_0', 'List_of_highest-grossing_films_in_Singapore_16', '1984_in_film_0', '1984_in_film_1', '1998_in_film_0', 'Malaysia_Yearly_Box_Office_6', 'Malaysia_Yearly_Box_Office_5', 'Malaysia_Yearly_Box_Office_7', 'Malaysia_Yearly_Box_Office_8']",0,1,1,0.3333333333333333,3,3,SUCCESS,11.188745498657227,0.0,11.188745498657227,False
a49aa9dfa22788d7,What is the notability of the person associated with RMIT who was succeeded by Denis Napthine ?,List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_11,List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_8,"['List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_8', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_0', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_6', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_11', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_9', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_4', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_17', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_7', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_18', 'List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_16']",0,1,1,0.25,4,4,SUCCESS,11.292457580566406,0.0,11.292457580566406,False
81ff50f4edc36641,Who is the head coach of the 2016 USC Trojans football team whose father was also a coach ?,2016_USC_Trojans_football_team_0,2016_USC_Trojans_football_team_0,"['2016_USC_Trojans_football_team_0', 'Matt_Rhule_0', '2016_Wisconsin_Badgers_football_team_47', 'Alabama_Crimson_Tide_football_under_Nick_Saban_2', 'Lorenzo_Romar_2', '2016_Conference_USA_football_season_0', '2012_New_Orleans_Saints_season_0', 'Tara_VanDerveer_0', '2009_San_Francisco_49ers_season_0', 'Carroll_Fighting_Saints_football_0']",1,1,1,1.0,1,1,SUCCESS,9.800195693969727,0.0,9.800195693969727,False
b0c5459df30d4e24,What is the title for the Taiwanese television series where Jin Chao-chun plays a Chinese politician who was born in the year 1090 ?,Jin_Chao-chun_1,Jin_Chao-chun_1,"['Jin_Chao-chun_1', 'Lee_Geung-young_0', 'Politics_of_China_0', 'He_Zhuoyan_1', 'Mira_Quien_Baila_(U.S._season_1)_1', 'List_of_TVB_series_(1995)_1', 'Mira_Quien_Baila_(U.S.),_Season_2_1', 'Hou_Hsiao-Hsien_0', 'Boss_(TV_series)_0', 'List_of_TVB_series_(1994)_1']",1,1,1,1.0,1,1,SUCCESS,10.689735412597656,0.0,10.689735412597656,False
4c0e497260eba456,"Who did the music of the NHL FaceOff installment game title whose cover athlete was born on July 5 , 1969 ?",NHL_FaceOff_0,NHL_FaceOff_0,"['NHL_FaceOff_0', '2003–04_Detroit_Red_Wings_season_13', 'Frank_J._Selke_Trophy_0', 'NHL_Plus-Minus_Award_1', 'King_Clancy_Memorial_Trophy_0', 'Stanley_Cup_Finals_2', 'Triple_Gold_Club_0', 'Hobey_Baker_Award_0', 'Roger_Crozier_Saving_Grace_Award_1', 'Roger_Crozier_Saving_Grace_Award_2']",1,1,1,1.0,1,1,SUCCESS,10.215520858764648,0.0,10.215520858764648,False
982c752a969a1be0,How many students constituted the largest graduating class of the San Fernando region school located at 42145 30th St. West ?,San_Fernando_Pastoral_Region_6,San_Fernando_Pastoral_Region_6,"['San_Fernando_Pastoral_Region_6', 'San_Pedro_Pastoral_Region_5', 'San_Gabriel_Pastoral_Region_0', 'Our_Lady_of_the_Angels_Pastoral_Region_1', 'Our_Lady_of_the_Angels_Pastoral_Region_2', 'Our_Lady_of_the_Angels_Pastoral_Region_0', 'San_Pedro_Pastoral_Region_2', 'San_Pedro_Pastoral_Region_1', 'San_Pedro_Pastoral_Region_0', 'San_Pedro_Pastoral_Region_3']",1,1,1,1.0,1,1,SUCCESS,9.881019592285156,0.0,9.881019592285156,False
599e9228178abbc7,What river is near the location of the Belarusian Premier League football club from the city of Barysaw ?,2012_Belarusian_Premier_League_0,Belarusian_Premier_League_0,"['Belarusian_Premier_League_0', 'Belarusian_Premier_League_1', '1995_Belarusian_Premier_League_0', '2012_Belarusian_Premier_League_0', '2010_Belarusian_Premier_League_0', '2005_Belarusian_Premier_League_0', '2011_Belarusian_Premier_League_0', '1999_Belarusian_Premier_League_0', '1996_Belarusian_Premier_League_0', '2013_Belarusian_Premier_League_0']",0,1,1,0.25,4,4,SUCCESS,9.150505065917969,0.0,9.150505065917969,False
48065341e145ed0f,What is the full name of the earliest player of the month of the year ?,SJPF_Segunda_Liga_Player_of_the_Month_0,League_of_Ireland_Player_of_the_Month_25,"['League_of_Ireland_Player_of_the_Month_25', 'SJPF_Segunda_Liga_Player_of_the_Month_0', 'Football_League_First_Division_Manager_of_the_Month_0', ""Onze_d'Or_0"", 'NBA_Development_League_Rookie_of_the_Year_Award_0', ""Onze_d'Or_1"", 'List_of_Akademisk_Boldklub_players_0', 'Zlatan_Muslimović_0', 'List_of_Trabzonspor_players_0', 'Croatian_Footballer_of_the_Year_0']",0,1,1,0.5,2,2,SUCCESS,10.671138763427734,0.0,10.671138763427734,False
c541ff211d5b3a3e,"What is the network that internationally airs `` Boss '' whose country has a total area of 385,207 square kilometres ( 148,729 sq mi ) ?",Boss_(TV_series)_0,Boss_(TV_series)_0,"['Boss_(TV_series)_0', 'Grand_National_1', 'Georgia_Public_Broadcasting_0', 'Qdos_Entertainment_0', 'South_Africa_0', 'Crystal_Palace_transmitting_station_1', 'Tatort_0', 'Fox_Sports_Networks_0', 'Tatort_1', 'DWAO-TV_0']",1,1,1,1.0,1,1,SUCCESS,10.476350784301758,0.0,10.476350784301758,False
224f6942bc82c770,What valley contains the Filipino natural park with the most area ?,List_of_protected_areas_of_the_Philippines_0,List_of_national_parks_of_the_Philippines_0,"['List_of_national_parks_of_the_Philippines_0', 'List_of_protected_areas_of_the_Philippines_10', 'List_of_protected_areas_of_the_Philippines_0', 'List_of_protected_areas_of_the_Philippines_3', 'List_of_World_Heritage_Sites_in_the_Philippines_0', 'List_of_national_parks_of_Chile_0', 'Happy_Valley_(amusement_parks)_0', 'Chimborazo_Province_0', 'Six_Flags_Magic_Mountain_1', 'Metropolitan_Fresno_1']",0,1,1,0.3333333333333333,3,3,SUCCESS,42.284250259399414,0.0,42.284250259399414,False
174dfb5a00bc1ee9,The engine manufacturer with the most Belgian Grand Prix wins is from what country ?,Belgian_Grand_Prix_2,Belgian_Grand_Prix_2,"['Belgian_Grand_Prix_2', '2002_Belgian_Grand_Prix_0', '2005_Belgian_Grand_Prix_0', '1998_Luxembourg_Grand_Prix_0', 'Opel_0', '1998_Belgian_Grand_Prix_0', '1999_European_Grand_Prix_0', 'Belgian_Super_Cup_0', '2002_Formula_Renault_2000_Eurocup_1', '2005_European_Grand_Prix_0']",1,1,1,1.0,1,1,SUCCESS,11.16037368774414,0.0,11.16037368774414,False
3fce81ceeb4f1f24,"Who was the Dutch cyclist who placed 3rd overall in the 2019 Tour de France , finishing just 1:31 behind the overall winner ?",2019_Tour_de_France_3,2019_Tour_de_France_3,"['2019_Tour_de_France_3', '2019_Deutschland_Tour_11', '2019_Danmark_Rundt_15', 'Ronde_van_Drenthe_2', '2015_Critérium_du_Dauphiné_20', '2013_French_Road_Cycling_Cup_2', '2013_French_Road_Cycling_Cup_1', '2013_French_Road_Cycling_Cup_3', 'Tour_de_France_records_and_statistics_0', 'Marlijn_Binnendijk_0']",1,1,1,1.0,1,1,SUCCESS,9.742021560668945,0.0,9.742021560668945,False
399221ebc0ddaa7c,"Of the games published by Aksys Games , the developer currently known as Choice Provisions Inc. made a game with menu narration by whom ?",List_of_video_games_published_by_Aksys_Games_5,Aksys_Games_2,"['Aksys_Games_2', 'Aksys_Games_7', 'List_of_video_games_published_by_Aksys_Games_2', 'Aksys_Games_10', 'Aksys_Games_9', 'List_of_video_games_published_by_Aksys_Games_5', 'Aksys_Games_8', 'Aksys_Games_3', 'Aksys_Games_1', 'List_of_video_games_published_by_Aksys_Games_3']",0,0,1,0.16666666666666666,6,6,SUCCESS,10.666370391845703,0.0,10.666370391845703,False
6ba8fd22929c5c85,What other name has the team with the least capacity of the 2012-13 LEB Oro for sponsorship reasons ?,2012–13_LEB_Oro_season_0,2012–13_LEB_Oro_season_0,"['2012–13_LEB_Oro_season_0', '2012_Torneo_Descentralizado_1', 'LEB_Plata_0', '2013_Torneo_Descentralizado_1', 'La_Liga_1', '2012_Campeonato_Paulista_0', '2013_Torneo_Descentralizado_0', '2013_Campeonato_Paulista_0', '2012_K_League_1', '2012_Campeonato_Capixaba_0']",1,1,1,1.0,1,1,SUCCESS,11.112451553344727,0.0,11.112451553344727,False
0f33c685590a82d1,What colors do the opponents of Bulgaria 's only club to reach the European Cup semi-finals play in and which played in 1953 Bulgarian cup ?,1953_Bulgarian_Cup_1,1953_Bulgarian_Cup_1,"['1953_Bulgarian_Cup_1', '2008–09_UEFA_Cup_18', '2008–09_UEFA_Cup_21', 'Albanian_Cup_1', 'UEFA_Champions_League_1', 'European_Cup,_Euroleague_and_LEN_Champions_League_records_and_statistics_2', '1953–54_Scottish_Cup_5', 'Montenegrin_Basketball_League_5', '2001–02_A_Group_1', '1992_Prva_HNL_0']",1,1,1,1.0,1,1,SUCCESS,10.22481918334961,0.0,10.22481918334961,False
88c1ea6e8741a749,What year did Brock Peters an actor who died at age 78 in 2005 a character in a film by the name of Tom ?,2005_in_American_television_2,Tom_Berenger_1,"['Tom_Berenger_1', 'Tom_Berenger_0', 'Chris_Evans_(actor)_0', 'Topher_Grace_2', 'Peter_Davison_0', 'Peter_Davison_3', 'Peter_Davison_2', 'Topher_Grace_0', 'Tom_Hooper_0', 'Tom_Sturridge_2']",0,0,0,0.0,-1,-1,BI_ENCODER_FAILURE,10.174989700317383,0.0,10.174989700317383,False
e60cd6b7a84e8308,Where is the 2018 Reno 1868 FC season transfer participant who shares the goalkeepers birth month being sent ?,2018_Reno_1868_FC_season_1,2018_Reno_1868_FC_season_1,"['2018_Reno_1868_FC_season_1', 'Pittsburgh_Riverhounds_0', '2012_Club_Universitario_de_Deportes_season_0', '2011_Sporting_Cristal_season_1', 'Mauricio_Echazú_11', '2012_Club_Universitario_de_Deportes_season_2', 'Zlatan_Muslimović_0', 'Goalkeeper_(association_football)_0', '2019–20_Eredivisie_8', 'Richard_Dunne_0']",1,1,1,1.0,1,1,SUCCESS,10.414838790893555,0.0,10.414838790893555,False
fb49f39eceefcb31,Kyle Neypes who was drafted in the fourth round of the '17 PBA draft is from a country with a population of at least how many people ?,2017_PBA_draft_5,2017_PBA_draft_5,"['2017_PBA_draft_5', 'Pakistan_national_cricket_team_0', '25_Greatest_Players_in_PBA_History_1', 'Novo_Basquete_Brasil_1', '2001_AFL_Draft_2', '2001_AFL_Draft_1', 'National_Capital_Region_Athletic_Association_0', '2001_AFL_Draft_3', 'ASEAN_Basketball_League_0', '2015_Cricket_World_Cup_1']",1,1,1,1.0,1,1,SUCCESS,11.156320571899414,0.0,11.156320571899414,False
8e1fa880e969756f,Where was educated Savilian Professor of Astronomy who held Savilian Chair of Geometry at the University of Oxford from 1797 to 1809 ?,Savilian_Professor_of_Astronomy_0,Savilian_Professor_of_Astronomy_0,"['Savilian_Professor_of_Astronomy_0', 'Savilian_Professor_of_Geometry_0', 'List_of_mathematicians,_physicians,_and_scientists_educated_at_Jesus_College,_Oxford_3', 'List_of_mathematicians,_physicians,_and_scientists_educated_at_Jesus_College,_Oxford_2', 'List_of_mathematicians,_physicians,_and_scientists_educated_at_Jesus_College,_Oxford_0', 'Marshal_Foch_Professor_of_French_Literature_0', 'List_of_clergy_educated_at_Jesus_College,_Oxford_1', 'List_of_clergy_educated_at_Jesus_College,_Oxford_3', 'List_of_clergy_educated_at_Jesus_College,_Oxford_2', 'List_of_clergy_educated_at_Jesus_College,_Oxford_0']",1,1,1,1.0,1,1,SUCCESS,10.600090026855469,0.0,10.600090026855469,False
b953c543b02d4e51,What is the death date of the Jackie Chan studio album track listing with the title of Shangrila ?,Jackie_Chan_discography_0,Jackie_Chan_discography_0,"['Jackie_Chan_discography_0', 'Muscle_Shoals_Sound_Studio_0', 'Im_Chang-jung_1', 'Sharreth_0', 'Joan_Chen_1', 'Triple_J_Hottest_100,_2002_0', 'Decaydance_Records_0', 'Fatal_Fury_(series)_0', 'MK_Balaji_0', 'List_of_best-selling_singles_8']",1,1,1,1.0,1,1,SUCCESS,9.363889694213867,0.0,9.363889694213867,False
0ebdc47c547c1eb6,What 's the genre of the album from the Muscle Shoals Sound Studio by one of the first musicians to specialise on the flute ?,Muscle_Shoals_Sound_Studio_0,Muscle_Shoals_Sound_Studio_0,"['Muscle_Shoals_Sound_Studio_0', 'New_Trinity_Baroque_0', 'Matt_Grabe_0', 'Alfred_Brendel_discography_1', 'Art_Farmer_discography_0', 'Art_Farmer_discography_1', 'Bobby_Timmons_0', 'Bobby_Timmons_1', 'The_Jazztet_0', 'Keith_Jarrett_discography_0']",1,1,1,1.0,1,1,SUCCESS,11.699199676513672,0.0,11.699199676513672,False
